situation_number,creation_time,participant_ref,progress,reason,planned,summary,description,validity_start,validity_end,severity,condition,advice,vehicle_mode,affected_operators,affected_lines,affected_stops,affected_places,validity_start_dt,validity_end_dt,disruption_date
0e30abec-5860-4f50-aeea-82ae5ec45263,2026-01-27T15:51:00Z,TfGM,open,maintenanceWork,true,"High Street, Walkden - Bus Stop Closure",The bus stop at Tesco on High Street is closed due to works taking place.,2026-01-30T00:01:00.000Z,2026-02-11T23:59:00.000Z,slight,unknown,Customers should board and alight at stops before or after Walkden Town Centre (Stop C).,bus,,,1800WF40811:Walkden Town Centre,,2026-01-30 00:01:00+00:00,2026-02-11 23:59:00+00:00,2026-01-30
344f4212-4114-4719-9f4a-cd9533a5185f,2026-01-30T09:41:52Z,SYMCA,open,roadworks,false,"Melton High Street, West Melton (Rotherham)","Melton High Street is temporarily inaccessible due to unplanned roadworks until further notice.

Service 22X is subject to diversion,",2026-01-30T09:41:00.000Z,,unknown,unknown,Service 22X to divert via Barnsley Road in both directions.,bus,SYRK:Stagecoach,22X:22X,370010284:Barnsley Interchange/A17 | 370055227:Barnsley Road/Aldham House Lane | 370055346:Barnsley Road/Aldham House Lane | 370055307:Barnsley Road/Barnwell Crescent | 370055348:Barnsley Road/Barnwell Crescent | 370050012:Barnsley Road/John Street | 370055303:Barnsley Road/John Street | 370055347:Barnsley Road/Main Street | 370050011:Barnsley Road/Main Street | 370050660:Barnsley Road/Mitchells Way | 370050013:Barnsley Road/Sadlers Gate | 370050010:Barnsley Road/School Street | 370035058:Blyth Avenue/Haugh Road | 370035057:Blyth Avenue/West Avenue | 370030558:Brampton Road/Christchurch Road | 370031189:Brampton Road/Firth Road | 370035496:Brampton Road/Highfield Grove | 370055257:Brampton Road/Junction Street | 370055165:Brampton Road/Junction Street | 370035495:Brampton Road/Manor Road | 370030557:Brampton Road/West End Road | 370031136:Brampton Road/West End Road | 370031190:Brampton Road/Woodfield Road | 370035062:Broad Street/Aldwarke Road | 370030711:Broad Street/Foundry Street | 370030712:Broad Street/Foundry Street | 370030804:Church Street/Chapel Street | 370030803:Church Street/West Street | 370030758:Dale Road/East Avenue | 370035056:Dale Road/Quarry Street | 370055029:Doncaster Road/Chilton Street | 370055036:Doncaster Road/Chilton Street | 370050805:Doncaster Road/Gordon Street | 370050804:Doncaster Road/Hunningley Close | 370050790:Doncaster Road/Kendray Hospital | 370055054:Doncaster Road/Oaks Lane | 370055026:Doncaster Road/Oakwell Lane | 370050507:Doncaster Road/Portland Street | 370055058:Doncaster Road/Portland Street | 370055073:Doncaster Road/Raymond Road | 370050791:Doncaster Road/Redhill Avenue | 370050513:Doncaster Road/Sunderland Terrace | 370050509:Doncaster Road/Vaal Street | 370050508:Doncaster Road/Vaal Street | 370050514:Doncaster Road/Waltham Street | 370035506:Golden Smithies Lane/Doncaster Road | 370035489:Golden Smithies Lane/Far Golden Smithies | 370035488:Golden Smithies Lane/Far Golden Smithies | 370031223:Golden Smithies Lane/Manvers Park | 370031224:Golden Smithies Lane/Manvers Park | 370031225:Golden Smithies Lane/Wath Road | 370030483:Greasbrough Road/Bridge Street | 370035049:High Street/Haugh Road | 370050009:High Street/Littlefield Lane WW1 | 370050007:High Street/Marsh Street WW3 | 370050008:High Street/Melville Street WW2 | 370035037:High Street/Stocks Lane | 370031251:Knollbeck Lane/Brierlow Close | 370035723:Knollbeck Lane/Brierlow Close | 370030551:Knollbeck Lane/Cliffe Road | 370035364:Knollbeck Lane/Dearne Road | 370035292:Knollbeck Lane/Garden Drive | 370030550:Knollbeck Lane/Knollbeck Crescent | 370030552:Knollbeck Lane/Pontefract Road | 370035287:Knollbeck Lane/Westfield Road | 370035505:Manvers Way/Bolton Road | 370031305:Manvers Way/Farfield Park | 370031303:Manvers Way/Farfield Park | 370031306:Manvers Way/Farfield Park | 370031304:Manvers Way/Farfield Park | 370031307:Manvers Way/Meadows Road | 370035498:Manvers Way/Meadows Road | 370035504:Manvers Way/Station Road | 370035291:Melton High Street/Barnsley Road | 370030566:Melton High Street/Barnsley Road | 370035879:Melton High Street/Melton Green | 370030562:Melton High Street/Melton Green | 370031135:Melton High Street/Oak Lea Avenue | 370035706:Melton High Street/Oak Lea Avenue | 370030806:Montgomery Road/Wath Bus Station 1 | 370031167:Montgomery Road/Wath Bus Station 4 | 370050002:Park Street/Gower Street | 370050003:Park Street/Gower Street | 370050004:Park Street/Kelvin Grove | 370050000:Park Street/Lundhill Road | 370050005:Park Street/Market Place | 370050001:Park Street/Reginald Road | 370030710:Rawmarsh Hill/Bear Tree Street | 370035060:Rawmarsh Hill/Netherfield Lane | 370035059:Rawmarsh Hill/Terrace Road | 370031026:Rawmarsh Road/Grafton Bridge | 370031027:Rawmarsh Road/Grafton Bridge | 370035043:Rockingham Road/Brameld Road | 370035044:Rockingham Road/Brameld Road | 370035046:Rockingham Road/Warren Vale | 370035286:Rockingham Road/Woodlands Crescent | 370010072:Rotherham Interchange/A3 | 370010088:Rotherham Interchange/C4 | 370030864:Rotherham Road/Stadium Way | 370030863:Rotherham Road/Stadium Way,,2026-01-30 09:41:00+00:00,,2026-01-30
7362cd8e-da10-41ce-a4bf-16b1519f6d61,2026-01-22T13:31:37Z,WestofEngland,open,roadworks,true,Stop Closure: Mulready Close,Mulready Close (SW-bound) will be closed between 6:00pm on the 30/01 until 6:00am on the 03/07. Please use Cameron Walk (S-bound) for services.,2026-01-30T18:00:00.000Z,2026-07-03T05:00:00.000Z,normal,unknown,Mulready Close (SW-bound) will be closed between 6:00pm on the 30/01 until 6:00am on the 03/07. Please use Cameron Walk (S-bound) for services.,bus,FBRI:First Bristol Limited,24:24,0100BRP90123:Mulready Close,,2026-01-30 18:00:00+00:00,2026-07-03 05:00:00+00:00,2026-01-30
125565dd-bd9e-49ad-862d-6849802d4dcd,2026-02-03T08:44:21Z,WestofEngland,open,roadworks,true,Live Traffic Update: Fishponds Rd EB Lane 1 Closed at Muller Rd,Lane 1 is closed eastbound on Fishponds Rd and Muller Rd at their junction. Expect delays.,2026-01-31T10:06:00.000Z,2026-02-06T23:59:00.000Z,normal,unknown,Lane 1 is closed eastbound on Fishponds Rd and Muller Rd at their junction. Expect delays.,bus,FBRI:First Bristol Limited | FBRI:First Bristol Limited | FBRI:First Bristol Limited,17:17 | 25:25 | 48x:48x,0100BRC53385:Eastville Roundabout,,2026-01-31 10:06:00+00:00,2026-02-06 23:59:00+00:00,2026-01-31
5bb928cc-6833-4f18-b4fc-ebab93827b67,2026-02-02T12:18:08Z,SYMCA,open,roadworks,false,"Main Street, Rotherham Town Centre (Rotherham)","From 0000 On Sunday 01 February until 2359 On Sunday 15 February 2026
(For 3 Sunday’s Only)

Main Street is temporarily closed from its junctions of Market Street to Westgate for utility works.

Services 73, 137a, X3 are subject to diversion.",2026-02-01T00:00:00.000Z,2026-02-15T23:59:00.000Z,unknown,unknown,"Service 73 towards Sheffield to divert via Bridge Street, Centenary Way, Ickles roundabout, Sheffield Road, Old Sheffield Road & Canklow Road

Service 73 towards Rotherham is unaffected

Service X3 towards Sheffield to divert via Bridge Street, Centenary Way, Ickles roundabout

Service X3 towards Doncaster is unaffected

Service 136 to divert via Centenary Way, College Road and Bridge Street in both directions

Service 137a will divert via Bridge Street, Centenary Way then normal route on Masbrough Street in both directions",bus,FSYO:First South Yorkshire | GLCS:Globe | SYRK:Stagecoach | FSYO:First South Yorkshire,73:73 | 136:136 | 137A:137A | X3:X3,370030496:Canklow Road/Alma Road | 370036037:Main Street/Don Street | 370035956:Main Street/The Statutes | 370030871:Masbrough Street/Station Road | 370030503:Sheffield Road/Westgate | 370030494:Westgate/Unity Place,,2026-02-01 00:00:00+00:00,2026-02-15 23:59:00+00:00,2026-02-01
79aff4ed-2dcd-4164-9e47-db3209ced957,2026-02-02T16:44:43Z,SYMCA,open,maintenanceWork,false,"Sutherland Street, Burngreave (Sheffield)","From 2345 On Sunday 01 February  until 0530 On Saturday 07 February 2026
(At All Times For 7 Days)

Sutherland Street is temporarily closed due to maintenance work.

Services 9, 9a, 52, 52a, 207 and X3 are subject to diversion",2026-02-01T23:45:00.000Z,2026-02-07T05:30:00.000Z,unknown,unknown,"Services 9, 9a, 52, 207 and X3 leaving Sheffield Centre to divert via Saville Street, Brightside Lane, Alfred Road, Newhall Road to resume normal route on Attercliffe Road.

Service 52a towards Woodhouse to divert via Commercial St, Broad St, Cricket Inn Road and Woodburn Road

During this time service 52a will not be able to serve Haymarket, Wicker and Saville Street",bus,TMTL:T M Travel | TMTL:T M Travel | SYRK:Stagecoach | FSYO:First South Yorkshire | FSYO:First South Yorkshire | FSYO:First South Yorkshire,9:9 | 9a:9a | 52:52 | 52a:52a | 207:207 | X3:X3,370022803:Arundel Gate/AG2 | 370022803:Arundel Gate/AG2 | 370020033:Attercliffe Road/Effingham Road | 370023475:Attercliffe Road/Princess Street | 370020032:Attercliffe Road/Staniforth Road | 370020029:Attercliffe Road/Windsor Street | 370023769:Attercliffe Road/Zion Lane | 370023483:Savile Street/Attercliffe Road | 370023483:Savile Street/Attercliffe Road | 370023483:Savile Street/Attercliffe Road | 370023483:Savile Street/Attercliffe Road | 370023483:Savile Street/Attercliffe Road | 370023483:Savile Street/Attercliffe Road | 370023485:Savile Street/Attercliffe Road | 370025037:Staniforth Road/Attercliffe Road | 370022840:Waingate/CG13 | 370022840:Waingate/CG13 | 370022840:Waingate/CG13 | 370022840:Waingate/CG13 | 370022846:Wicker/Derek Dooley Way | 370022846:Wicker/Derek Dooley Way | 370022846:Wicker/Derek Dooley Way | 370022846:Wicker/Derek Dooley Way | 370022846:Wicker/Derek Dooley Way | 370022846:Wicker/Derek Dooley Way,,2026-02-01 23:45:00+00:00,2026-02-07 05:30:00+00:00,2026-02-01
06d1890a-011d-4ed8-b7a0-ce49043b00c8,2026-01-31T12:38:25Z,TfGM,open,maintenanceWork,true,"Piccadilly, Manchester - Bus Stop Closure",Stop EP on Piccadilly will be closed due to carriageway repair works taking place.,2026-02-02T00:00:00.000Z,2026-02-06T23:59:00.000Z,normal,unknown,Please use stops on Newton Street.,bus,BNSM:Bee Network,192:192,1800EB01251:Piccadilly,,2026-02-02 00:00:00+00:00,2026-02-06 23:59:00+00:00,2026-02-02
1b56ef97-52dc-481b-bf0b-e9450cbb0645,2026-01-14T12:30:42Z,WestofEngland,open,maintenanceWork,true,Stop closure: Sunnymead,The Sunnymead stops will be closed from 2 Feb until 6 March 2026,2026-02-02T00:00:00.000Z,2026-03-06T00:00:00.000Z,normal,unknown,The Sunnymead stops will be closed from 2 Feb until 6 March 2026,bus,FBRI:First Bristol Limited | FBRI:First Bristol Limited,522:522 | 522:522,0180BAC60018:Sunnymead | 0180BAC30738:Sunnymead,,2026-02-02 00:00:00+00:00,2026-03-06 00:00:00+00:00,2026-02-02
e9061f5c-6754-41ff-b7ee-f7a5f3744f1d,2026-01-30T11:45:03Z,TfGM,open,roadworks,false,"Well I' Th' Lane, Rochdale - Utility Works","Due to utility works, Well I' Th' Lane is closed in one direction only from its junction with Queensway. As a result, bus services are on diversion.",2026-02-02T00:00:00.000Z,2026-02-06T23:59:00.000Z,normal,unknown,"Services are diverting via Oldham Road, Durham Street and Miall Street.",bus,BNFM:Bee Network,451:451,1800NE23891:Clifton Street | 1800NE21791:Exeter Street | 1800NE23921:Letchworth Avenue,,2026-02-02 00:00:00+00:00,2026-02-06 23:59:00+00:00,2026-02-02
22368208-dd61-4479-b68a-c0231ea2b26c,2026-01-30T16:50:02Z,WestofEngland,open,maintenanceWork,true,Stop closure: Padfield Close,The Padfield Close stops will be closed 2 to 20 Feb 2026,2026-02-02T00:00:00.000Z,2026-02-20T00:00:00.000Z,normal,unknown,The Padfield Close stops will be closed 2 to 20 Feb 2026,bus,FSRV:Faresaver,12:12,0180BAC30265:Padfield Close | 0180BAC30264:Padfield Close,,2026-02-02 00:00:00+00:00,2026-02-20 00:00:00+00:00,2026-02-02
f7d330f8-e1c4-4cc2-8dfa-edf305df5086,2026-01-26T18:48:22Z,SYMCA,open,maintenanceWork,true,Supertram - Tram Train - Sheffield Rail Blockade,"Sheffield Rail Blockade takes places on Monday 02 February until Friday 06 February 2026

Tram Train services will be subject to a timetable changes",2026-02-02T00:01:00.000Z,2026-02-06T23:59:00.000Z,normal,unknown,"The Tram Train timetable is subject to some minor changes 

Please see the temporary timetable here: https://www.travelsouthyorkshire.com/en-gb/timetabledetails/7d9f5d54-e707-41bd-877b-a3b6375e25d7",tram,SYFT:SYFTL,TT:TT,9400ZZSYDVS2:Arena/Olympic Legacy Park From City | 9400ZZSYDVS1:Arena/Olympic Legacy Park To City | 9400ZZSYATT2:Attercliffe From City | 9400ZZSYATT1:Attercliffe To City | 9400ZZSYCRB2:Carbrook From City | 9400ZZSYCRB1:Carbrook To City | 9400ZZSYCAS2:Castle Square From Cathedral | 9400ZZSYCAS1:Castle Square To Cathedral | 9400ZZSYCAT2:Cathedral From City Hall | 9400ZZSYCIR2:Cricket Inn Road From City | 9400ZZSYCIR1:Cricket Inn Road To City | 9400ZZSYFIZ2:Fitzalan Sq - Ponds Forge From City | 9400ZZSYFIZ1:Fitzalan Sq - Ponds Forge To City | 9400ZZSYHYP2:Hyde Park From City | 9400ZZSYHYP1:Hyde Park To City | 9400ZZSYMHS2:Meadowhall South - Tinsley From City | 9400ZZSYMHS1:Meadowhall South - Tinsley To City | 9400ZZSYNUN1:Nunnery Square From City | 9400ZZSYNUN2:Nunnery Square To City | 9400ZZSYPAR1:Parkgate To Sheffield | 9400ZZSYRTH2:Rotherham Station To Parkgate | 9400ZZSYRTH1:Rotherham Station To Sheffield | 9400ZZSYVEN1:Valley Centertainment From City | 9400ZZSYVEN2:Valley Centertainment To City | 9400ZZSYWBN2:Woodbourn Road From City | 9400ZZSYWBN1:Woodbourn Road To City,,2026-02-02 00:01:00+00:00,2026-02-06 23:59:00+00:00,2026-02-02
4fe186d6-aa58-40fc-92d5-a73f49029244,2026-02-01T13:46:02Z,TfGM,open,maintenanceWork,true,"Frog Lane, Wigan - Bus Stop Closure","The bus stop on Frog Lane, at the junction of Markland Court is closed due to works taking place.",2026-02-02T00:01:00.000Z,2026-02-06T23:59:00.000Z,slight,unknown,Customers should board and alight at stops before or after Markland Court.,bus,BNGN:Bee Network | BNVB:Bee Network,605:605 | 976:976,1800WK23551:Markland Court,,2026-02-02 00:01:00+00:00,2026-02-06 23:59:00+00:00,2026-02-02
b2c549a4-0375-4cc4-b441-0f3db19ffb66,2026-01-25T21:30:17Z,Cornwall,open,roadClosed,true,"Road Closure - Poughill Road, Bude",Road Closure on Poughill Road in Bude.,2026-02-02T00:01:00.000Z,2026-03-06T23:59:00.000Z,severe,unknown,"Due to a road closure on Poughill Road for works by Wales and West Utilities buses will be diverted in the Flexbury area of Bude.
Services 128 & 219 will divert via Downs View, Flexbury Avenue, Ocean View Road and West Park Road in both directions.
Services 217 & 218 will divert via Downs View, Flexbury Avenue and Ocean View Road in both directions.",bus,TFCN:Go Cornwall Bus | TFCN:Go Cornwall Bus | TFCN:Go Cornwall Bus | TFCN:Go Cornwall Bus,128:128 | 217:217 | 218:218 | 219:219,0800COA10087:Ocean View Road | 0800COX38467:Ocean View Road,,2026-02-02 00:01:00+00:00,2026-03-06 23:59:00+00:00,2026-02-02
6d9bf93c-645f-493d-a6bf-89dbce69ea00,2026-01-29T14:03:29Z,Merseytravel,open,roadworks,true,Pinfold Lane (Ainsdale),Pinfold Lane will be closed between Liverpool Road and Bowness Avenue from Monday 2 February 2026 for approximately 9 days.,2026-02-02T00:01:00.000Z,2026-02-10T23:59:00.000Z,normal,unknown,"Service 49
• From Woodvale, will operate as normal route from Woodvale Road to Liverpool Road, then continue via Liverpool Road to Kenilworth Road, then resume normal route to Southport and Crossens (Omits Pinfold Lane and Gleneagles Drive).
Alternative bus stops: Woodvale Road, Vale Crescent and Kenilworth Road, Bridgend Drive.",bus,AMSY:Arriva Merseyside,49:49,2800S62013A:Easedale Drive | 2800S62015A:Liverpool Road | 2800S62012A:Longcliffe Drive | 2800S62014A:Pinfold Lane,,2026-02-02 00:01:00+00:00,2026-02-10 23:59:00+00:00,2026-02-02
1846be84-6b18-49cd-8a1e-3ead3edea1a3,2026-02-01T13:48:29Z,TfGM,open,maintenanceWork,true,"Buckstones Road, Shaw - Bus Stop Closure","The bus stops on Buckstones Road, at the junction of George Street are closed due to works taking place.",2026-02-02T00:01:00.000Z,2026-02-06T23:59:00.000Z,slight,unknown,Customers should board and alight at stops before or after George Street.,bus,BNSM:Bee Network | BNFM:Bee Network,402:402 | 435:435,1800ED16091:George Street | 1800ED16081:George Street,,2026-02-02 00:01:00+00:00,2026-02-06 23:59:00+00:00,2026-02-02
b2eef77a-d31e-4c74-82ed-2fef31678b78,2026-01-27T09:31:46Z,TfGM,open,maintenanceWork,true,"Royle Green Road, Northenden - Bus Service Diversion","Due to works taking place on Royle Green Road, bus services are currently on diversion.",2026-02-02T00:01:00.000Z,2026-02-28T23:59:00.000Z,slight,unknown,"43 services will continue along Longley Lane, and turn right on to palatine road to continue on the normal route. 103 Services will take a left and continue.",bus,BNSM:Bee Network | BNSM:Bee Network | BNML:Bee Network | BNML:Bee Network | BNML:Bee Network,41:41 | 41:41 | 43:43 | 103:103 | 743:743,1800SB14621:Bucklow Drive | 1800SB42251:Ford Lane | 1800SB42111:Moor End | 1800SB14601:Palatine Road,,2026-02-02 00:01:00+00:00,2026-02-28 23:59:00+00:00,2026-02-02
4a29c4ed-a258-4c37-a2b5-0207d92f449f,2026-01-27T14:26:31Z,WYCA,open,roadworks,true,"Marsden, Fall Lane (Kirklees)",Fall Lane in Marsden is closed due to roadworks from Monday 2 February to Tuesday 10 February.,2026-02-02T06:00:00.000Z,2026-02-10T23:59:00.000Z,slight,unknown,"Service 184 is diverting via Manchester Road & is unable to serve Fall Lane & Mount Road during these works.

Alternative stops below: 

Towards Huddersfield, please use bus stops 45019367 Peel Street or 45019359 The GT Western PH.

Towards Oldham, please use bus stops 45019366 Peel Street or 45028513 The GT Western PH.",bus,BNSM:Bee Network,184:184,450019256:Marsden Fall Lane | 450019257:Marsden Fall Lane | 450019258:Marsden FC | 450019259:Marsden FC | 450019255:Marsden Hard End | 450019252:Mount Road | 450019253:Mount Road | 450019251:Rock View | 450050785:Rock View,,2026-02-02 06:00:00+00:00,2026-02-10 23:59:00+00:00,2026-02-02
7f54871a-c1b2-4a63-b9b5-3a79202c6e9c,2026-01-23T11:02:43Z,WestofEngland,open,roadworks,true,Road Closure: North End - Yatton,North End - Yatton will be closed from 0700 on 2 Feb until 1900 on 6 Feb 2026,2026-02-02T07:00:00.000Z,2026-02-06T19:00:00.000Z,normal,unknown,North End - Yatton will be closed from 0700 on 2 Feb until 1900 on 6 Feb 2026,bus,FBRI:First Bristol Limited | FBRI:First Bristol Limited,X11:X11 | X18:X18,0190NSC31088:Bishops Mead | 0190NSC31087:Bishops Mead | 0190NSC31090:Bishops Road Shops | 0190NSC31089:Bishops Road Shops | 0190NSC31136:Bridge Inn | 0190NSC31135:Bridge Inn | 0190NSC31128:Cherry Grove | 0190NSC31127:Cherry Grove | 0190NSC31125:Chescombe Road | 0190NSC31126:Chescombe Road | 0190NSC31133:Chestnut Park | 0190NSC31081:Claverham Close | 0190NSC31082:Claverham Close | 0190NSC31085:Claverham Park | 0190NSC31086:Claverham Park | 0190NSC31144:Colehouse Lane | 0190NSC31143:Colehouse Lane | 0190NSC30583:Congresbury Bridge | 0190NSC30843:Dawes Close | 0190NSC30844:Dawes Close | 0190NSC30569:Full Quart | 0190NSC30570:Full Quart | 0190NSC31138:Greenacres | 0190NSC31083:Hollowmead Close | 0190NSC31084:Hollowmead Close | 0190NSC31141:Kenn Street | 0190NSC31142:Kenn Street | 0190NSC31129:Market Inn | 0190NSC31130:Market Inn | 0190NSC30573:Moorland Park | 0190NSC30574:Moorland Park | 0190NSC31131:North End Roundabout | 0190NSC31132:North End Roundabout | 0190NSC30577:Old Weston Road | 0190NSC30579:Old Weston Road | 0190NSC30572:Puxton Lane | 0190NSC30571:Puxton Lane | 0190NSC01261:Puxton Park | 0190NSC01260:Puxton Park | 0190NSC30562:Rolstone Turn | 0190NSC30561:Rolstone Turn | 0190NSC31139:Rust Lane | 0190NSC31140:Rust Lane | 0190NSC30576:Scrap Yards | 0190NSC30575:Scrap Yards | 0190NSB00054:Station Approach | 019000077:Station Approach | 0190NSC30582:Station Road | 0190NSC31079:Stowey Park | 0190NSC30580:Strawberry Line | 0190NSC30585:Tesco | 0190NSC30586:Tesco | 0190NSC30589:The Star | 0190NSC30590:The Star | 0190NSC30591:Warner Close | 0190NSC30592:Warner Close | 0190NSC31123:Westaway Close | 0190NSC31124:Westaway Close | 0190NSC30566:Weston Road | 0190NSC30565:Weston Road | 0190NSC30568:Wick Road | 0190NSC30567:Wick Road | 0190NSC30587:Wood Hill | 0190NSC30588:Wood Hill,,2026-02-02 07:00:00+00:00,2026-02-06 19:00:00+00:00,2026-02-02
3a3d5564-d2c0-4c3c-9824-1a0f997fefd4,2026-01-25T21:38:11Z,Cornwall,open,roadClosed,true,"Road Closure - Marine Drive, Widemouth Bay","Road Closure on Marine Drive, Widemouth Bay",2026-02-02T07:00:00.000Z,2026-02-13T17:00:00.000Z,severe,unknown,"Due to a road closure for resurfacing works by Cormac buses will be unable to serve Widemouth Bay Holiday Park, Widemouth Manor and Marine Drive.  During these works buses will divert via Leverlake Road in both directions.",bus,TFCN:Go Cornwall Bus | TFCN:Go Cornwall Bus,95:95 | 95A:95A,0800COA10061:Junction Leverlake Road | 0800COA10062:Junction Leverlake Road | 0800COA10059:Marine Drive | 0800COA10060:Marine Drive | 0800COA10055:Widemouth Bay Holiday Village | 0800COA10056:Widemouth Bay Holiday Village | 0800COA10058:Widemouth Manor | 0800COA10057:Widemouth Manor,,2026-02-02 07:00:00+00:00,2026-02-13 17:00:00+00:00,2026-02-02
aeca2ed7-3503-4441-9a3d-6c184e739e10,2026-01-25T21:43:29Z,Cornwall,open,roadClosed,true,"Road Closure - Bridge Hill & Bridge Road, Illogan",Road closure on Bridge Hill and Bridge Road in Illogan.,2026-02-02T07:30:00.000Z,2026-02-13T17:00:00.000Z,verySevere,unknown,"UPDATE: The start date for these works has been revised to Wednesday 4th February.

Due to surfacing works being undertaken by Cormac buses will be unable to serve Illogan Churchtown between 0730 and 1700 each day.  During these times buses  will turn at Penwartha Road.",bus,TFCN:Go Cornwall Bus | TFCN:Go Cornwall Bus,46:46 | 46A:46A,0800COD41135:Bottom of Church Road | 0800COD41128:Bridge Road | 0800COD41133:Church Road | 0800COD41131:Coronation Road | 0800COD41129:Middle of Bridge Road | 0800COD41127:Robartes Arms | 0800COD41136:Robartes Arms | 0800COD41132:Tangye Close | 0800COD41130:Top of Bridge Road,,2026-02-02 07:30:00+00:00,2026-02-13 17:00:00+00:00,2026-02-02
aeca2ed7-3503-4441-9a3d-6c184e739e10,2026-01-25T21:43:29Z,Cornwall,open,roadClosed,true,"Road Closure - Bridge Hill & Bridge Road, Illogan",Road closure on Bridge Hill and Bridge Road in Illogan.,2026-02-02T07:30:00.000Z,2026-02-13T17:00:00.000Z,verySevere,unknown,"UPDATE: The start date for these works has been revised to Wednesday 4th February.

Due to surfacing works being undertaken by Cormac buses will be unable to serve Bridge Hill and Illogan Churchtown between 0730 and 1700 each day.  During these times buses will divert via the B3300, New Portreath Road and Sparnon Gate in both directions.",bus,TFCN:Go Cornwall Bus | TFCN:Go Cornwall Bus,49:49 | 49A:49A,0800COD41135:Bottom of Church Road | 0800COD41146:Bridge Hill | 0800COD41145:Bridge Hill | 0800COD41134:Church Road | 0800COD41133:Church Road | 0800COZ06225:Churchtown Road | 0800COD41131:Coronation Road | 0800COD41127:Robartes Arms | 0800COD41136:Robartes Arms | 0800COZ06224:Tangye Close | 0800COD41132:Tangye Close,,2026-02-02 07:30:00+00:00,2026-02-13 17:00:00+00:00,2026-02-02
e65b3f18-436d-4538-8efd-c511a2ddda55,2026-02-02T11:35:16Z,SYMCA,open,roadworks,false,"Thorne Road, Wheatley Hills (Doncaster)","From 0800 On Monday 02 February until 2359 On Sunday 22 February 2026
(At All Times For 21 Days)

Thorne Road is temporarily closed from its junctions of Sandall Park Drive to Sandal Park Roundabout for utility works.

Services 384, 384a, 385, 387, 387a are subject to diversion.",2026-02-02T08:00:00.000Z,2026-02-22T23:59:00.000Z,unknown,unknown,"Services 384, 384a, 385, 387, 387a leaving Doncaster to divert via Barnby Dunn Road, Wheatley Hall Road then normal route on Thorne Road

Services 384, 384a, 385, 387, 387a towards Doncaster are unaffected",bus,FSYO:First South Yorkshire | FSYO:First South Yorkshire | DGTR:David Goodfellow Travel | FSYO:First South Yorkshire | FSYO:First South Yorkshire,384:384 | 384a:384a | 385:385 | 387:387 | 387a:387a,370045394:Thorne Road/Barnby Dun Road | 370045404:Thorne Road/Boundary Avenue | 370040462:Thorne Road/Sandall Park Drive | 370041060:Thorne Road/Sandalwood Close,,2026-02-02 08:00:00+00:00,2026-02-22 23:59:00+00:00,2026-02-02
0e699fa0-2249-489f-88fa-f439a78d489a,2026-02-02T08:14:24Z,SYMCA,open,incident,false,"West Moor Link Road , Armthorpe (Doncaster)","West Moor Link Road is temporarily inaccessible due to an incident until further notice. 

Service 383 is subject to diversion.",2026-02-02T08:14:00.000Z,,unknown,unknown,"Service 383 to divert via Thorne Road , Hatfield Lane, resuming normal route on Yorkshire Way in both directions,",bus,FSYO:First South Yorkshire,383:383,370045760:Beech Road/Laurel Road | 370046250:Beech Road/Poplar Place | 370045409:Church Street/Beech Road | 370045145:Church Street/Winholme | 370040775:Church Way/Mile Thorn Lane | 370040778:Church Way/Morley Road | 370040905:Church Way/Radiance Road | 370040776:Church Way/St Marys Road | 370010258:Doncaster Frenchgate Interchange/B9 | 370010264:Doncaster Frenchgate Interchange/C4 | 370046359:Greyfriars Road/Church Street | 370040494:Hatfield Lane/Hawthorne Avenue | 370045148:Nutwell Lane/Macaulay Crescent | 370041108:Thorne Road/A18 | 370045633:Thorne Road/Ogden Road | 370040779:Wheatley Hall Road/Liverpool Avenue | 370040780:Wheatley Hall Road/Liverpool Avenue | 370045387:Wheatley Hall Road/Milestone Drive | 370040808:Wheatley Hall Road/Neale Road | 370040809:Wheatley Hall Road/Neale Road | 370040806:Wheatley Hall Road/Worcester Avenue | 370040805:Wheatley Hall Road/Worcester Road | 370046697:Yorkshire Way/Holme Wood Lane | 370046354:Yorkshire Way/Lincolnshire Way | 370046352:Yorkshire Way/West Moor Park,,2026-02-02 08:14:00+00:00,,2026-02-02
